Bias,Positive_Count,Negative_Count,Label
1,650,36,1
1,4594,300,1
1,0,0,1
1,3705,102,1
1,1864,496,1
1,4537,762,1
1,3874,149,1
1,738,21,1
1,4018,568,1
1,1004,341,1
1,4606,640,1
1,1696,386,1
1,1425,367,1
1,3848,320,1
1,4031,337,1
1,1743,419,1
1,3669,33,1
1,3776,155,1
1,3690,75,1
1,4190,109,1
1,3991,411,1
1,4296,64,1
1,4569,371,1
1,4261,771,1
1,4363,131,1
1,3917,209,1
1,5600,813,1
1,3592,3,1
1,4356,194,1
1,3984,573,1
1,3634,78,1
1,989,165,1
1,4496,275,1
1,749,197,1
1,3593,26,1
1,4221,138,1
1,882,157,1
1,4104,502,1
1,3984,189,1
1,4392,239,1
1,3607,10,1
1,702,5,1
1,3908,185,1
1,4289,523,1
1,3889,298,1
1,5255,1209,1
1,3569,4,1
1,827,149,1
1,4714,803,1
1,3685,81,1
1,4672,506,1
1,4588,499,1
1,3575,3,1
1,5165,975,1
1,4318,772,1
1,4578,275,1
1,629,0,1
1,3915,280,1
1,3595,2,1
1,3941,362,1
1,3757,261,1
1,910,287,1
1,3586,19,1
1,4347,614,1
1,243,129,1
1,3617,82,1
1,4125,509,1
1,732,19,1
1,5600,813,1
1,3622,26,1
1,3881,310,1
1,185,33,1
1,3757,82,1
1,3653,92,1
1,4115,298,1
1,3569,3,1
1,5123,950,1
1,3738,148,1
1,708,14,1
1,3593,4,1
1,4346,558,1
1,1323,381,1
1,3692,86,1
1,3997,297,1
1,3912,165,1
1,3615,31,1
1,736,28,1
1,3795,170,1
1,921,162,1
1,10904,206,1
1,4470,317,1
1,3594,21,1
1,4728,688,1
1,3697,78,1
1,1386,612,1
1,3721,78,1
1,3838,228,1
1,15,6,1
1,693,0,1
1,381,262,1
1,219,146,1
1,4618,400,1
1,3848,451,1
1,903,111,1
1,4465,430,1
1,3759,67,1
1,61,14,1
1,1327,924,1
1,3879,264,1
1,381,262,1
1,3710,150,1
1,1649,813,1
1,3811,179,1
1,3672,86,1
1,3987,174,1
1,3576,3,1
1,1352,609,1
1,1588,144,1
1,4194,446,1
1,3808,70,1
1,3570,2,1
1,743,55,1
1,3638,100,1
1,3818,266,1
1,3606,27,1
1,3920,173,1
1,1119,257,1
1,3923,253,1
1,3636,40,1
1,3916,317,1
1,3666,28,1
1,3795,37,1
1,909,170,1
1,2784,11,1
1,3867,63,1
1,4501,856,1
1,2567,84,1
1,1414,1156,1
1,1111,297,1
1,3820,108,1
1,4569,371,1
1,4188,109,1
1,3669,33,1
1,3652,65,1
1,4050,272,1
1,4277,248,1
1,3627,84,1
1,36,58,1
1,3603,41,1
1,3607,42,1
1,3895,292,1
1,3985,368,1
1,654,4,1
1,4672,506,1
1,4259,696,1
1,3623,318,1
1,4139,643,1
1,3593,3,1
1,3757,228,1
1,694,0,1
1,3704,64,1
1,853,150,1
1,3638,65,1
1,4027,462,1
1,702,31,1
1,645,1,1
1,3633,35,1
1,3569,2,1
1,4189,109,1
1,3814,207,1
1,3827,323,1
1,3716,69,1
1,893,208,1
1,3907,328,1
1,672,2,1
1,934,221,1
1,3717,214,1
1,4302,527,1
1,1010,372,1
1,3602,19,1
1,4265,379,1
1,142,6,1
1,3619,127,1
1,1283,155,1
1,3656,63,1
1,381,262,1
1,966,346,1
1,683,24,1
1,3955,270,1
1,8759,606,1
1,3990,185,1
1,4032,459,1
1,3590,10,1
1,4964,553,1
1,4084,605,1
1,3569,2,1
1,3910,136,1
1,73,57,1
1,3625,12,1
1,1249,107,1
1,3583,14,1
1,1021,214,1
1,0,0,1
1,636,6,1
1,339,132,1
1,3860,188,1
1,381,262,1
1,0,0,1
1,4190,109,1
1,5662,345,1
1,3675,84,1
1,3934,111,1
1,3764,72,1
1,4188,109,1
1,3578,6,1
1,1015,458,1
1,920,254,1
1,3660,16,1
1,3975,263,1
1,3638,88,1
1,4066,338,1
1,916,63,1
1,1501,807,1
1,765,5,1
1,4026,167,1
1,4188,109,1
1,4190,109,1
1,4337,815,1
1,5600,813,1
1,3586,22,1
1,3896,267,1
1,7391,55,1
1,1332,148,1
1,3611,19,1
1,640,9,1
1,1019,37,1
1,3773,155,1
1,760,118,1
1,3723,317,1
1,7581,304,1
1,3807,301,1
1,3826,128,1
1,3642,7,1
1,3979,532,1
1,3568,2,1
1,3646,78,1
1,1230,515,1
1,991,426,1
1,3814,151,1
1,3653,13,1
1,4021,202,1
1,3890,380,1
1,4285,331,1
1,1682,643,1
1,4603,271,1
1,4170,772,1
1,3569,2,1
1,831,341,1
1,3698,55,1
1,1233,410,1
1,781,52,1
1,832,191,1
1,723,25,1
1,722,28,1
1,3944,353,1
1,3919,327,1
1,1355,1077,1
1,4543,642,1
1,5600,813,1
1,3626,33,1
1,4297,267,1
1,672,24,1
1,64,34,1
1,1264,291,1
1,927,394,1
1,3687,171,1
1,4300,676,1
1,0,0,1
1,719,43,1
1,4251,726,1
1,4742,933,1
1,3722,93,1
1,4243,519,1
1,3726,177,1
1,677,571,1
1,3611,19,1
1,3951,264,1
1,4465,419,1
1,4411,1241,1
1,3644,90,1
1,769,45,1
1,3852,287,1
1,1111,512,1
1,1098,285,1
1,3841,233,1
1,4507,1290,1
1,3671,49,1
1,3574,3,1
1,4090,591,1
1,3780,27,1
1,3844,93,1
1,934,217,1
1,731,47,1
1,4268,603,1
1,3911,258,1
1,4620,1090,1
1,3583,21,1
1,3936,160,1
1,3719,36,1
1,3665,71,1
1,899,340,1
1,893,407,1
1,3683,79,1
1,264,395,1
1,3647,96,1
1,3877,469,1
1,3592,5,1
1,329,183,1
1,981,299,1
1,4655,521,1
1,1017,266,1
1,1226,197,1
1,4808,855,1
1,4021,303,1
1,977,444,1
1,3716,150,1
1,3739,193,1
1,53,26,1
1,4380,312,1
1,769,314,1
1,643,3,1
1,766,251,1
1,3756,170,1
1,4160,811,1
1,4046,503,1
1,1401,246,1
1,4196,111,1
1,3675,66,1
1,1258,110,1
1,4672,506,1
1,1315,109,1
1,832,15,1
1,176,40,1
1,631,0,1
1,229,122,1
1,3774,172,1
1,3680,148,1
1,3744,164,1
1,4509,413,1
1,1006,362,1
1,84,33,1
1,831,100,1
1,4396,783,1
1,3640,117,1
1,3996,169,1
1,4679,559,1
1,3575,3,1
1,1351,123,1
1,381,262,1
1,4067,422,1
1,1168,255,1
1,1059,380,1
1,3589,11,1
1,3895,39,1
1,61,14,1
1,692,0,1
1,668,16,1
1,1048,355,1
1,3879,220,1
1,3569,2,1
1,1531,346,1
1,1183,328,1
1,876,241,1
1,2002,323,1
1,3815,76,1
1,3853,50,1
1,1661,827,1
1,1011,299,1
1,3580,9,1
1,1095,507,1
1,693,0,1
1,3803,212,1
1,3659,65,1
1,3892,126,1
1,359,245,1
1,1332,114,1
1,3835,347,1
1,4190,109,1
1,5599,813,1
1,3635,77,1
1,4127,428,1
1,495,512,1
1,3635,52,1
1,3734,87,1
1,5025,565,1
1,4619,408,1
1,3710,59,1
1,4837,246,1
1,3610,7,1
1,4188,109,1
1,3572,5,1
1,3608,33,1
1,3582,14,1
1,4067,337,1
1,913,651,1
1,589,726,1
1,1329,115,1
1,4246,139,1
1,957,371,1
1,61,14,1
1,3660,182,1
1,3674,123,1
1,1355,128,1
1,825,279,1
1,3590,24,1
1,862,228,1
1,4296,409,1
1,4359,341,1
1,4171,490,1
1,1377,823,1
1,3895,185,1
1,3743,83,1
1,633,0,1
1,3832,50,1
1,4332,618,1
1,3568,2,1
1,3878,240,1
1,4640,952,1
1,1290,636,1
1,3799,183,1
1,3856,266,1
1,3976,242,1
1,715,104,1
1,3652,118,1
1,3646,101,1
1,4044,248,1
1,705,107,1
1,384,285,1
1,5212,701,1
1,4062,226,1
1,3607,40,1
1,3692,90,1
1,1360,111,1
1,4675,388,1
1,1224,427,1
1,3724,43,1
1,3860,179,1
1,1283,1091,1
1,3774,382,1
1,3660,86,1
1,3652,69,1
1,3613,46,1
1,1491,752,1
1,889,194,1
1,139,0,1
1,1667,900,1
1,956,48,1
1,4655,521,1
1,4028,383,1
1,3600,14,1
1,4116,448,1
1,928,338,1
1,3956,573,1
1,3739,183,1
1,3854,360,1
1,3595,2,1
1,4672,506,1
1,3569,2,1
1,3583,9,1
1,7237,89,1
1,647,3,1
1,3871,184,1
1,734,5,1
1,737,61,1
1,865,393,1
1,4057,198,1
1,4932,780,1
1,340,174,1
1,885,202,1
1,3669,33,1
1,3747,360,1
1,695,0,1
1,694,2,1
1,4512,453,1
1,7270,69,1
1,3639,32,1
1,976,443,1
1,1029,152,1
1,4015,230,1
1,3620,38,1
1,4211,704,1
1,769,163,1
1,3709,103,1
1,870,150,1
1,3632,9,1
1,698,0,1
1,3589,14,1
1,4043,445,1
1,861,151,1
1,3622,26,1
1,3641,7,1
1,3887,205,1
1,4188,109,1
1,695,0,1
1,3734,319,1
1,1085,370,1
1,652,33,1
1,8393,1090,1
1,3568,2,1
1,4642,376,1
1,3576,2,1
1,3621,156,1
1,3778,53,1
1,3715,167,1
1,351,279,1
1,3654,71,1
1,4620,494,1
1,3685,75,1
1,1949,573,1
1,3595,2,1
1,3680,57,1
1,4173,664,1
1,7291,134,1
1,5015,918,1
1,3768,140,1
1,1013,470,1
1,3820,152,1
1,4188,109,1
1,3839,293,1
1,3925,232,1
1,815,124,1
1,4180,299,1
1,189,166,1
1,3770,91,1
1,73,57,1
1,3596,12,1
1,4188,109,1
1,1252,322,1
1,4353,544,1
1,739,39,1
1,3568,2,1
1,881,212,1
1,3614,13,1
1,902,397,1
1,1710,422,1
1,3951,471,1
1,4078,566,1
1,4357,258,1
1,342,240,1
1,3610,23,1
1,3725,93,1
1,3638,107,1
1,3874,323,1
1,4605,686,1
1,3705,115,1
1,3659,89,1
1,7669,420,1
1,3681,24,1
1,940,250,1
1,639,8,1
1,806,193,1
1,7373,141,1
1,950,120,1
1,3859,54,1
1,3645,10,1
1,4188,109,1
1,3650,53,1
1,3626,33,1
1,1017,157,1
1,28642,264,1
1,998,389,1
1,3980,390,1
1,3968,154,1
1,1125,418,1
1,3855,159,1
1,4052,388,1
1,3708,38,1
1,532,435,1
1,4179,753,1
1,981,308,1
1,692,0,1
1,4298,119,1
1,4025,363,1
1,3631,322,1
1,3657,66,1
1,3670,111,1
1,3595,2,1
1,568,383,1
1,3824,157,1
1,862,291,1
1,4728,461,1
1,708,14,1
1,3928,115,1
1,5600,848,1
1,169,31,1
1,4183,694,1
1,3661,136,1
1,3995,304,1
1,5600,813,1
1,3785,263,1
1,3818,381,1
1,3844,113,1
1,3755,131,1
1,3709,278,1
1,3596,35,1
1,148,224,1
1,4515,737,1
1,4194,576,1
1,15,4580,1
1,3775,63,1
1,4253,202,1
1,4193,456,1
1,7424,174,1
1,4188,109,1
1,3691,142,1
1,799,141,1
1,651,40,1
1,3915,295,1
1,3819,139,1
1,4093,412,1
1,4071,234,1
1,4269,584,1
1,3665,109,1
1,4297,523,1
1,1425,706,1
1,7139,12,1
1,5600,813,1
1,381,262,1
1,4414,318,1
1,4253,166,1
1,1453,247,1
1,3687,258,1
1,381,262,1
1,3591,80,1
1,4197,125,1
1,5010,950,1
1,3105,1018,1
1,4199,1092,1
1,232,51,1
1,1130,533,1
1,3850,208,1
1,3776,82,1
1,4923,794,1
1,3593,10,1
1,809,59,1
1,3725,300,1
1,3732,38,1
1,3592,3,1
1,64,34,1
1,8113,640,1
1,3862,391,1
1,995,420,1
1,53,26,1
1,4253,183,1
1,4509,413,1
1,1167,687,1
1,4692,700,1
1,1593,267,1
1,3835,228,1
1,719,12,1
1,3920,350,1
1,4189,109,1
1,7626,265,1
1,3669,33,1
1,4188,109,1
1,1171,256,1
1,4090,690,1
1,4457,476,1
1,3603,60,1
1,5600,813,1
1,693,0,1
1,4395,423,1
1,3869,329,1
1,3805,86,1
1,381,262,1
1,3940,540,1
1,3899,142,1
1,4247,683,1
1,3934,62,1
1,709,50,1
1,3591,9,1
1,3811,294,1
1,3622,56,1
1,3655,54,1
1,3712,82,1
1,755,47,1
1,3573,7,1
1,4188,109,1
1,919,179,1
1,3813,114,1
1,3989,389,1
1,3859,362,1
1,988,493,1
1,4013,424,1
1,3652,47,1
1,7373,83,1
1,4103,356,1
1,3752,84,1
1,170,26,1
1,3875,200,1
1,4350,836,1
1,4040,93,1
1,3854,185,1
1,3587,33,1
1,3605,21,1
1,3691,141,1
1,1278,408,1
1,3685,120,1
1,4092,258,1
1,3740,136,1
1,4054,473,1
1,1055,293,1
1,907,159,1
1,4509,413,1
1,4317,515,1
1,3678,76,1
1,3706,98,1
1,3768,144,1
1,3692,83,1
1,630,0,1
1,3622,33,1
1,8149,385,1
1,4405,362,1
1,1219,625,1
1,4048,261,1
1,3593,56,1
1,1535,927,1
1,3592,18,1
1,4425,1135,1
1,3872,344,1
1,3580,9,1
1,1197,294,1
1,4195,113,1
1,3574,8,1
1,3702,118,1
1,3747,155,1
1,5600,813,1
1,1173,543,1
1,5226,855,1
1,3817,112,1
1,3972,505,1
1,4164,419,1
1,381,262,1
1,3985,389,1
1,3570,4,1
1,4062,262,1
1,381,262,1
1,4986,542,1
1,10,9,1
1,524,288,1
1,780,44,1
1,3755,201,1
1,1757,218,1
1,4341,246,1
1,3809,589,1
1,3593,21,1
1,1863,1240,1
1,3821,357,1
1,4416,457,1
1,3779,135,1
1,3592,4,1
1,5226,855,1
1,4633,1006,1
1,3718,46,1
1,769,73,1
1,733,13,1
1,3764,72,1
1,3693,36,1
1,4455,197,1
1,3643,11,1
1,3920,205,1
1,4208,434,1
1,270,304,1
1,4986,542,1
1,4898,408,1
1,3952,411,1
1,148,10,1
1,3960,377,1
1,0,0,1
1,4604,729,1
1,4185,638,1
1,3570,17,1
1,3571,4,1
1,4072,291,1
1,264,395,1
1,3669,111,1
1,3820,230,1
1,3571,2,1
1,3881,243,1
1,8074,788,1
1,704,107,1
1,3641,38,1
1,4310,145,1
1,4015,400,1
1,322,116,1
1,3758,275,1
1,4579,1119,1
1,789,234,1
1,3754,182,1
1,3645,50,1
1,1019,37,1
1,3775,185,1
1,3779,401,1
1,3585,4,1
1,1171,201,1
1,4268,135,1
1,4371,715,1
1,7412,343,1
1,3910,297,1
1,692,0,1
1,1120,361,1
1,1076,242,1
1,1075,319,1
1,3801,126,1
1,4188,109,1
1,806,203,1
1,3650,50,1
1,3870,344,1
1,1078,518,1
1,381,262,1
1,3887,86,1
1,3712,184,1
1,1216,308,1
1,3995,538,1
1,815,231,1
1,4363,302,1
1,799,54,1
1,295,287,1
1,7425,399,1
1,3575,4,1
1,381,262,1
1,3827,383,1
1,4589,361,1
1,1175,234,1
1,4030,445,1
1,3733,155,1
1,3718,281,1
1,1252,108,1
1,4218,585,1
1,1515,460,1
1,4132,335,1
1,4986,542,1
1,4030,476,1
1,3622,26,1
1,730,5,1
1,3849,472,1
1,3827,217,1
1,4605,496,1
1,631,0,1
1,3833,234,1
1,4695,904,1
1,794,145,1
1,4106,551,1
1,4366,253,1
1,1254,107,1
1,4087,204,1
1,3866,391,1
1,7716,351,1
1,3724,79,1
1,3577,7,1
1,3915,269,1
1,3602,35,1
1,3944,206,1
1,280,186,1
1,3849,241,1
1,782,108,1
1,3879,425,1
1,4407,261,1
1,5600,813,1
1,3680,104,1
1,4314,665,1
1,4265,379,1
1,3841,313,1
1,3587,44,1
1,755,84,1
1,882,239,1
1,4057,533,1
1,4110,288,1
1,3661,82,1
1,3618,61,1
1,4192,565,1
1,4267,221,1
1,3764,72,1
1,678,116,1
1,3956,163,1
1,4188,109,1
1,3572,3,1
1,4459,243,1
1,3574,3,1
1,4074,204,1
1,4306,235,1
1,3754,347,1
1,3984,469,1
1,1049,539,1
1,654,28,1
1,4309,984,1
1,3862,53,1
1,4565,595,1
1,3627,34,1
1,4137,543,1
1,1618,748,1
1,4212,124,1
1,998,147,1
1,894,137,1
1,3683,55,1
1,3573,7,1
1,1249,107,1
1,4420,362,1
1,5135,718,1
1,3850,115,1
1,3837,255,1
1,673,117,1
1,1503,1163,1
1,3589,4,1
1,980,34,1
1,4357,865,1
1,3668,169,1
1,5160,723,1
1,3800,34,1
1,777,79,1
1,3683,65,1
1,3762,136,1
1,3568,2,1
1,3681,212,1
1,4201,109,1
1,1202,678,1
1,4910,866,1
1,881,244,1
1,3699,132,1
1,3691,107,1
1,950,157,1
1,1904,523,1
1,139,0,1
1,3953,489,1
1,3940,332,1
1,3572,4,1
1,3641,7,1
1,3587,4,1
1,4146,268,1
1,4365,722,1
1,694,413,1
1,3630,43,1
1,3974,158,1
1,5600,813,1
1,1449,535,1
1,3736,84,1
1,3789,166,1
1,4702,617,1
1,4941,669,1
1,4315,222,1
1,4147,299,1
1,4189,109,1
1,4058,415,1
1,777,71,1
1,4082,473,1
1,634,2,1
1,3685,289,1
1,3589,10,1
1,3616,350,1
1,3950,415,1
1,921,226,1
1,3577,2,1
1,3703,268,1
1,3773,151,1
1,4188,109,1
1,111,110,1
1,1498,405,1
1,4569,371,1
1,3696,121,1
1,4672,506,1
1,1160,434,1
1,4339,265,1
1,1311,818,1
1,3685,75,1
1,3990,183,1
1,381,262,1
1,17841,19,1
1,1019,37,1
1,4672,506,1
1,4657,349,1
1,4005,422,1
1,3972,287,1
1,11406,173,1
1,507,184,1
1,1904,28,1
1,3602,29,1
1,4285,616,1
1,4190,113,1
1,3701,100,1
1,955,301,1
1,4045,544,1
1,799,60,1
1,4328,176,1
1,3888,221,1
1,4159,628,1
1,1047,186,1
1,3967,418,1
1,671,5,1
1,3606,48,1
1,4056,187,1
1,969,212,1
1,3621,17,1
1,239,141,1
1,3937,402,1
1,4297,523,1
1,1284,503,1
1,4318,128,1
1,764,47,1
1,4016,477,1
1,3654,49,1
1,805,29,1
1,3886,462,1
1,3883,364,1
1,964,159,1
1,747,172,1
1,413,292,1
1,633,10,1
1,659,21,1
1,4071,303,1
1,3668,21,1
1,4076,322,1
1,3568,2,1
1,4538,363,1
1,3605,68,1
1,356,547,1
1,199,35,1
1,3892,636,1
1,3824,422,1
1,3979,432,1
1,4239,113,1
1,3936,373,1
1,3707,166,1
1,3806,195,1
1,147,146,1
1,381,262,1
1,4505,505,1
1,748,183,1
1,4502,448,1
1,795,198,1
1,3846,258,1
1,4923,646,1
1,4693,1111,1
1,264,395,1
1,1100,534,1
1,151,9,1
1,4040,422,1
1,36,4,1
1,381,262,1
1,4347,184,1
1,3712,147,1
1,3595,28,1
1,3587,4,1
1,1246,524,1
1,4052,388,1
1,677,44,1
1,3640,70,1
1,807,54,1
1,700,3,1
1,736,88,1
1,3606,7,1
1,3648,67,1
1,3701,290,1
1,5,2,1
1,3904,288,1
1,3808,335,1
1,800,31,1
1,4236,1067,1
1,3608,89,1
1,4209,123,1
1,4296,275,1
1,1,0,1
1,3636,118,1
1,4300,833,1
1,3831,163,1
1,4182,306,1
1,4221,547,1
1,885,317,1
1,3737,247,1
1,352,274,1
1,670,17,1
1,4705,304,1
1,717,15,1
1,3649,52,1
1,381,262,1
1,1095,351,1
1,5188,1081,1
1,3997,561,1
1,5600,813,1
1,3945,217,1
1,3585,4,1
1,10939,244,1
1,1352,91,1
1,5600,813,1
1,4898,408,1
1,3761,29,1
1,3764,72,1
1,1340,614,1
1,4208,434,1
1,738,212,1
1,3919,281,1
1,1254,111,1
1,1160,139,1
1,3801,126,1
1,1609,272,1
1,1735,213,1
1,4090,456,1
1,4143,475,1
1,1896,430,1
1,3989,163,1
1,630,0,1
1,1324,396,1
1,1399,524,1
1,3594,17,1
1,4188,109,1
1,389,207,1
1,4297,251,1
1,141,0,1
1,3651,49,1
1,3600,4,1
1,3570,2,1
1,3606,7,1
1,4192,111,1
1,3569,3,1
1,3841,251,1
1,3824,216,1
1,719,301,1
1,4635,445,1
1,3903,342,1
1,941,240,1
1,3844,232,1
1,4141,593,1
1,4246,139,1
1,3934,250,1
1,3697,171,1
1,4023,362,1
1,4225,122,1
1,3581,15,1
1,868,68,1
1,404,371,1
1,4396,189,1
1,4331,235,1
1,4297,523,1
1,3701,58,1
1,4501,385,1
1,3676,205,1
1,666,29,1
1,4234,610,1
1,3853,50,1
1,3816,242,1
1,3887,301,1
1,4552,449,1
1,4241,158,1
1,3729,64,1
1,1220,305,1
1,3952,61,1
1,145,7,1
1,3851,244,1
1,3853,149,1
1,980,248,1
1,4034,413,1
1,3603,16,1
1,3586,18,1
1,3764,72,1
1,3772,245,1
1,3703,45,1
1,1060,354,1
1,3806,317,1
1,3577,2,1
1,3654,96,1
1,4573,336,1
1,3614,79,1
1,3941,388,1
1,809,45,1
1,1153,259,1
1,3607,40,1
1,3581,16,1
1,4672,506,1
1,348,304,1
1,4568,486,1
1,695,1,1
1,3725,204,1
1,5043,845,1
1,4020,355,1
1,4140,521,1
1,3607,40,1
1,1264,528,1
1,4197,116,1
1,3585,7,1
1,4672,506,1
1,3574,2,1
1,629,0,1
1,4023,286,1
1,4352,180,1
1,1329,817,1
1,3991,421,1
1,4099,332,1
1,868,478,1
1,682,92,1
1,3569,2,1
1,3722,137,1
1,3648,61,1
1,4435,156,1
1,4297,523,1
1,3774,216,1
1,3869,165,1
1,706,1,1
1,676,647,1
1,4065,492,1
1,830,143,1
1,1016,384,1
1,3686,49,1
1,3673,111,1
1,654,3,1
1,1109,360,1
1,3622,17,1
1,3573,4,1
1,3947,349,1
1,3625,46,1
1,4155,280,1
1,4594,300,1
1,4336,144,1
1,1872,226,1
1,3776,433,1
1,3880,509,1
1,3684,117,1
1,4211,476,1
1,641,18,1
1,4655,521,1
1,1193,517,1
1,1127,376,1
1,3623,26,1
1,3606,35,1
1,4821,896,1
1,3875,290,1
1,4222,133,1
1,8710,1456,1
1,3674,163,1
1,3612,23,1
1,992,481,1
1,3611,95,1
1,3765,170,1
1,5353,1300,1
1,174,25,1
1,653,1,1
1,4672,506,1
1,589,473,1
1,4724,609,1
1,4039,449,1
1,3598,12,1
1,3680,289,1
1,3588,8,1
1,7658,533,1
1,381,262,1
1,811,123,1
1,3671,54,1
1,3871,259,1
1,3589,4,1
1,963,363,1
1,3585,6,1
1,3865,324,1
1,1312,107,1
1,3764,72,1
1,803,114,1
1,1312,107,1
1,3878,149,1
1,4033,334,1
1,708,5,1
1,879,211,1
1,859,58,1
1,1248,927,1
1,5100,850,1
1,664,20,1
1,3662,79,1
1,3604,40,1
1,674,31,1
1,4355,236,1
1,716,20,1
1,3891,321,1
1,3756,106,1
1,1467,491,1
1,4644,259,1
1,3623,26,1
1,3721,143,1
1,3576,6,1
1,4738,473,1
1,3690,66,1
1,3686,37,1
1,4568,666,1
1,1166,753,1
1,3570,4,1
1,3738,216,1
1,3576,8,1
1,693,0,1
1,4226,521,1
1,4048,436,1
1,937,293,1
1,931,253,1
1,3596,17,1
1,1503,172,1
1,3593,35,1
1,4218,445,1
1,381,262,1
1,3686,27,1
1,823,121,1
1,5100,850,1
1,5006,624,1
1,7596,170,1
1,343,133,1
1,3783,108,1
1,4098,269,1
1,1229,408,1
1,21508,192,1
1,3732,38,1
1,3569,2,1
1,3643,60,1
1,648,2,1
1,843,215,1
1,3624,27,1
1,4206,560,1
1,381,262,1
1,3596,31,1
1,4509,413,1
1,1398,175,1
1,3919,108,1
1,3724,213,1
1,3979,155,1
1,5600,813,1
1,3815,221,1
1,761,27,1
1,709,86,1
1,5034,708,1
1,5600,813,1
1,4188,109,1
1,3592,18,1
1,3596,20,1
1,4004,260,1
1,3689,120,1
1,3815,150,1
1,3675,126,1
1,381,262,1
1,1845,310,1
1,1327,108,1
1,4078,220,1
1,1357,704,1
1,3637,106,1
1,1601,990,1
1,3913,323,1
1,4011,675,1
1,3973,156,1
1,3680,289,1
1,4409,597,1
1,688,13,1
1,3595,2,1
1,4456,238,1
1,645,12,1
1,3736,58,1
1,3807,103,1
1,3832,272,1
1,3591,12,1
1,782,38,1
1,3894,298,1
1,4847,935,1
1,353,559,1
1,4672,506,1
1,3768,92,1
1,3614,60,1
1,3655,43,1
1,3791,156,1
1,1005,462,1
1,1243,707,1
1,4042,459,1
1,3594,18,1
1,702,38,1
1,3811,330,1
1,3812,131,1
1,3968,154,1
1,939,237,1
1,737,18,1
1,3813,165,1
1,766,120,1
1,3641,7,1
1,3713,98,1
1,768,5,1
1,1127,263,1
1,5600,813,1
1,4157,347,1
1,701,44,1
1,1358,161,1
1,3740,129,1
1,4166,284,1
1,7217,64,1
1,3592,46,1
1,927,160,1
1,358,207,1
1,1729,397,1
1,668,21,1
1,1347,265,1
1,3654,64,1
1,4543,515,1
1,917,184,1
1,3767,333,1
1,3569,4,1
1,3907,300,1
1,4029,338,1
1,838,52,1
1,3833,286,1
1,3627,82,1
1,3593,13,1
1,876,343,1
1,3741,155,1
1,4190,109,1
1,695,0,1
1,1086,530,1
1,759,118,1
1,1568,975,1
1,5834,2287,1
1,4402,1000,1
1,3653,63,1
1,1363,871,1
1,821,108,1
1,3595,2,1
1,3707,150,1
1,3629,140,1
1,5128,982,1
1,2044,167,1
1,1126,270,1
1,4423,334,1
1,4539,155,1
1,797,181,1
1,3654,45,1
1,630,0,1
1,713,62,1
1,3615,65,1
1,4446,168,1
1,4311,260,1
1,3569,2,1
1,264,395,1
1,4018,176,1
1,3874,111,1
1,4022,347,1
1,3623,50,1
1,3571,6,1
1,794,136,1
1,3569,2,1
1,3777,387,1
1,4672,506,1
1,3968,462,1
1,4539,156,1
1,1154,486,1
1,726,314,1
1,4116,654,1
1,872,113,1
1,1420,567,1
1,3570,5,1
1,984,422,1
1,381,262,1
1,3925,213,1
1,3568,2,1
1,3702,135,1
1,668,38,1
1,3989,594,1
1,785,74,1
1,3893,200,1
1,632,0,1
1,3611,20,1
1,3879,388,1
1,1047,411,1
1,4188,109,1
1,3569,2,1
1,985,272,1
1,3758,29,1
1,4001,393,1
1,4594,843,1
1,3758,35,1
1,3871,213,1
1,3644,24,1
1,3752,316,1
1,3570,2,1
1,3629,29,1
1,3972,279,1
1,3703,70,1
1,4192,400,1
1,3573,5,1
1,4007,322,1
1,856,172,1
1,1321,173,1
1,3811,198,1
1,4358,703,1
1,3589,21,1
1,3891,334,1
1,3761,62,1
1,3632,17,1
1,1746,336,1
1,4371,656,1
1,4350,244,1
1,3595,2,1
1,3928,345,1
1,4137,336,1
1,3569,2,1
1,631,0,1
1,4057,293,1
1,904,188,1
1,4378,153,1
1,3864,199,1
1,1127,218,1
1,490,339,1
1,4297,523,1
1,3956,411,1
1,941,275,1
1,3638,93,1
1,1325,403,1
1,3964,428,1
1,1884,459,1
1,7157,27,1
1,1249,107,1
1,956,374,1
1,3918,134,1
1,4556,583,1
1,3840,329,1
1,3609,50,1
1,4653,519,1
1,3867,290,1
1,795,31,1
1,3853,143,1
1,3911,453,1
1,4644,498,1
1,4071,246,1
1,3624,81,1
1,4355,236,1
1,722,29,1
1,8697,421,1
1,405,332,1
1,742,85,1
1,761,176,1
1,700,4,1
1,4052,388,1
1,4008,381,1
1,631,1,1
1,3649,230,1
1,3654,101,1
1,3586,11,1
1,5445,587,1
1,4263,154,1
1,3732,83,1
1,4527,564,1
1,3599,25,1
1,3883,71,1
1,1063,530,1
1,3639,53,1
1,4222,327,1
1,312,299,1
1,3802,169,1
1,1555,982,1
1,3666,21,1
1,279,165,1
1,3646,47,1
1,630,0,1
1,4640,1171,1
1,4048,540,1
1,4594,843,1
1,4172,373,1
1,4203,751,1
1,3619,55,1
1,3897,353,1
1,3727,131,1
1,11012,357,1
1,4145,197,1
1,1353,161,1
1,4422,972,1
1,1474,182,1
1,10722,7,1
1,1033,368,1
1,3852,245,1
1,3646,8,1
1,1423,603,1
1,3865,99,1
1,817,195,1
1,4420,882,1
1,3753,151,1
1,1751,338,1
1,3608,45,1
1,4402,773,1
1,783,63,1
1,3878,129,1
1,891,38,1
1,3569,2,1
1,3717,116,1
